postUrl,comment_text,ownerUsername,date,month
https://www.instagram.com/p/DZY4rc4ThKj/,Kenjeran dari bbrp hari lalu ga lancar pak,izatulmunaaa,10/06/2026,June
https://www.instagram.com/p/DZaHFuRT32n/,untuk pengerjaan ini apa sudah selesai ya karena di tempat saya manyar tirtoyoso selatan V sampai sekarang air nya kecil sekali,jeffrilimas,10/06/2026,June
https://www.instagram.com/p/DZaHFuRT32n/,min gamau ngasih edaran atau pengumuman lgsg ke kecamatan ta? dikira algoritma instagram lgsg muncul di TLnya orang2,sulton_st,10/06/2026,June
https://www.instagram.com/p/DZaHFuRT32n/,"Ini daerah simo gunung barat kok airnya mati pagi2, gimana ini",ikayuniasih,10/06/2026,June
https://www.instagram.com/p/DZaHFuRT32n/,Kebraon emg cilik ta min banyune,cabeutifull,10/06/2026,June
https://www.instagram.com/p/DZY5gkUk2Fj/,"Tolong bekas galian PDAM di jalan Gunung Anyar Tambak IV banyak yg rusak & lubang, semoga bisa ditutup yg baik & tidak hancur.. 🔥@pdamsuryasembada",rendysangpenjaga,10/06/2026,June
https://www.instagram.com/p/DZZt8kaz-_m/,"Ini simo gunung barat kok mati total dari subuh, katanya jam 7 malam, kok pagi mati, kebiasaaan pdam, selalaaauuuuu",ikayuniasih,10/06/2026,June
https://www.instagram.com/p/DZZt8kaz-_m/,"Weee kok gaada pemberitahuan ini yaa kalo mati , KEBIASAAN BURUK",debbylav_,10/06/2026,June
https://www.instagram.com/p/DZZt8kaz-_m/,SIMO GUNUNG MATI TOTAL DARI SUBUH,me.gasilvi_a,10/06/2026,June
https://www.instagram.com/p/DZZt8kaz-_m/,Nyusahno wong ae,aguskoeswoyo24,10/06/2026,June
https://www.instagram.com/p/DZZx-3HzogQ/,"Min @pdamsuryasembada, apakah bikin air mengecil area purimas gununganyar UPN?",dodo_hd12,10/06/2026,June
https://www.instagram.com/p/DZZx-3HzogQ/,Apakah airnya sudah normal min?,asela.two,10/06/2026,June
https://www.instagram.com/p/DZcCLQVSCuO/,TAMAN PONDOK INDAH WIYUNG IKUT MATI APA GAK KAK AIR PDAM NYA ?,muhamadgozalirachman,11/06/2026,June
https://www.instagram.com/p/DZcCLQVSCuO/,"kebraon keikutan mati juga,nyala jamberapa ini?",ichaaang07,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,"tolong sampaikan RAHADYAN HERWANDRASTO SH
segera selesaikan utang pinjama online sekarang juga, jagan lari dari tanggung jawab !!!!!!!!!!!!!",sasaamelia9767,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,,dewaamln,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,,damaxrif,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,Malam ini malah gak keluar air di dukuh setro,julielie01,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,"Assalamualaikum kak izin mau tanya apakah didaerah karah, ketinting DSK apakah ada perbaikan kenapa pagi2 airnya tidak nyala iya terimakasih 🙏🏻",hnfada354,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,"Mosok dari bulan februari alasane bocor terus ae gak mari2, nek bocor iku susah hampir setiap waktu, lah nek iki onok jam2e pagi 5-8 dan sore 5-8 juga? Kok yo terstruktur terjadwal jam air mati gak mengalire? Ngomong ae nek rumah pompae dimatikan jam2 itu beres wes gak usah pura2 gali sana gali sini seputaran setro-lebak, warga/pelanggan wes podo pinter ojok mbok bujuki teroooosss ae @pdamsuryasembada @ericahyadi_ @cakj1 @baktiono.ba",idrqadanp,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,"Baik terimakasih untuk responya diwilayah kami, smoga teratasi dengan baik, dan kita amati 1bulan kedepan hasil dari penanganan ini, terimakasih @pdamsuryasembada @louisgatu",fungkywijaya_fw,11/06/2026,June
https://www.instagram.com/p/DZcZBlTzB5h/,"Setro V no 61 masih tetep rewel, air tidak keluar kalaupun keluar selalu nunggu jam tertentu. Monggo bisa kesini saya buktikan dirumah saya dan deretan no 61 A-Z masih kendala air gak lancar, saya punya video sebagai alat bukti.. Saya lapor kerewelan air keluar dari Januari sampai Juni ini air keluar hanya dijam tertentu. Monggo silaturahmi kesini @pdamsuryasembada",satriyo_laskar21,11/06/2026,June
https://www.instagram.com/p/DZemWWtEywg/,SELAMAT 👍👍👍,hendro_hawk,12/06/2026,June
https://www.instagram.com/p/DZemWWtEywg/,❤️,umdatussoleha,12/06/2026,June
https://www.instagram.com/p/DZemWWtEywg/,Keren 🔥,why.rdnt,12/06/2026,June
https://www.instagram.com/p/DZjmFpCS93a/,"tolong sampaikan RAHADYAN HERWANDRASTO SH
segera selesaikan utang pinjama online sekarang juga, jagan lari dari tanggung jawab !!!!!!!!!!!!!",sasaamelia9767,14/06/2026,June
https://www.instagram.com/p/DZjmFpCS93a/,Halo min saya bingung mau tanya masalah buka segel HBS pemutusan itu kena berapa ? Karna melalui wa gak bisa tanya jawab .,vi.zaa_,14/06/2026,June
https://www.instagram.com/p/DZjmFpCS93a/,wkwkwkwkwk,subahan_hadi,14/06/2026,June
https://www.instagram.com/p/DZjmFpCS93a/,,dewaamln,14/06/2026,June
https://www.instagram.com/p/DZmVQhnzlt-/,Dukuh setro malam ini kosong dri sore tadi magrib uda gk ada air,fungkywijaya_fw,15/06/2026,June
https://www.instagram.com/p/DZmVQhnzlt-/,Ini apa ya lagi2 daerah surabaya barat air nya kecil,bellaaristas,15/06/2026,June
https://www.instagram.com/p/DZmVQhnzlt-/,Apa di daerah peneleh kena imbasnya,ha.rtono5954,15/06/2026,June
https://www.instagram.com/p/DZmGJ-BTxQ_/,"sampai jam brp ya min, ini surabaya barat keluar airnya kecil jg",hal.obear,15/06/2026,June
https://www.instagram.com/p/DZq5iSSTV7A/,Min info loker sipil dong,aurick14,17/06/2026,June
https://www.instagram.com/p/DZrhhxrk1e8/,Tolong segera ditindaklanjuti bekas galian lubang PDAM di gunung anyar tambak IV banyak yg rusak.. Rawan kecelakaan jika lubang tersebut tertutup air hujan.. @pdamsuryasembada @ericahyadi_ @setwankotasby,rendysangpenjaga,17/06/2026,June
https://www.instagram.com/p/DZq5iSSTV7A/,Amin info biaya pemasangan baru berapa wilayah surabaya,abdma_lik98,17/06/2026,June
https://www.instagram.com/p/DZq5iSSTV7A/,Tambak Wedi juga gak nyala rabu,fia_navita,17/06/2026,June
https://www.instagram.com/p/DZq5iSSTV7A/,Info malang (lawang) PDAM kok mati?,dis__fin,17/06/2026,June
https://www.instagram.com/p/DZwLPYES7iP/,ga listrik ga air gangguan,its.gwidya,19/06/2026,June
https://www.instagram.com/p/DZwLPYES7iP/,Astaghfirullah onok maneh 😢😢😢,ifaalya20,19/06/2026,June
https://www.instagram.com/p/DZwLPYES7iP/,Kedinding tengah gang 4D tidak keluar air pak....astagfirullahaladziim....,aghni_30917,19/06/2026,June
https://www.instagram.com/p/DZw27zzyZlk/,Wes sering mati listrik ojok ditambah2i mati banyu min😢,yasminow___,19/06/2026,June
https://www.instagram.com/p/DZwLPYES7iP/,Kedinding tengah V juga gak keluar min gimana nih,staygreen1927,19/06/2026,June
https://www.instagram.com/p/DZzVnSByMGl/,Air sudah mengalir tapi keruh sangat pak...,aghni_30917,20/06/2026,June
https://www.instagram.com/p/DZzVnSByMGl/,Gringsing kenek sisan ta lur,moch_fauzih13,20/06/2026,June
https://www.instagram.com/p/DZzVnSByMGl/,Embong belimbing alirannya kecillll,mariskaannastasia,20/06/2026,June
https://www.instagram.com/p/DZzUjVyy_ZK/,Embong belimbing alirannya kecillll😢,mariskaannastasia,20/06/2026,June
